(u'deny', 0.6808993095778713)
(u'ontario', 0.7582850031746802)
(u'updated', 0.7585765355391606)
(u'online', 0.7598777398232288)
(u'visit', 0.7606079787687388)
(u'launch', 0.7610067436989002)
(u'republic', 0.7610910857553155)
(u'victims', 0.7611968299405025)
(u'evidence', 0.7612718972450908)
(u'congress', 0.7615446910781394)
(u'oklahoma', 0.7617716250214164)
(u'water', 0.7619670872023495)
(u'top', 0.7620714476372745)
(u'lessons', 0.7621246813803404)
(u'packaging', 0.7622184249693784)
(u'increased', 0.7624858430467384)
(u'remains', 0.7626088007466033)
(u'death', 0.7626170741504638)
(u'cultural', 0.7627249239324009)
(u'consumption', 0.7627733675052147)
(u'chemicals', 0.7628235815825468)
(u'leading', 0.7629480211670722)
(u'professional', 0.7633837663094852)
(u'approved', 0.7634161806727768)
(u'raised', 0.7637498933776335)
(u'likes', 0.7638575102887978)
(u'myths', 0.7638683152242192)
(u'appetite', 0.7639265541966188)
(u'brilliant', 0.7642140727960874)
(u'transportation', 0.7642733606910735)
(u'shopping', 0.7644221387224875)
(u'continues', 0.7644445596473561)
(u'recovery', 0.7646202892843801)
(u'towards', 0.7648495613565208)
(u'apply', 0.764906009768954)
(u'critics', 0.7651021771127653)
(u'magazine', 0.7652098686434545)
(u'wifi', 0.7652652388492266)
(u'rise', 0.7656239080668857)
(u'challenge', 0.7656645345913651)
(u'refrigerator', 0.7657132031573536)
(u'employee', 0.7657367106551086)
(u'tiny', 0.7660725738757732)
(u'yummy', 0.7661180611385789)
(u'relief', 0.7661592042960692)
(u'try', 0.7662423327546144)
(u'love', 0.7663187821193375)
(u'portland', 0.7663476458076539)
(u'cocktails', 0.7664736128958255)
(u'spain', 0.7665286084397512)
(u'opportunity', 0.7667288378188052)
(u'isn', 0.7669550835928792)
(u'affordable', 0.7669666379312051)
(u'explains', 0.7670264636322359)
(u'vegan', 0.7671928499323396)
(u'urban', 0.7672433684378551)
(u'won', 0.7673201887007229)
(u'snacks', 0.7675232492940608)
(u'fascinating', 0.7676050343251942)
(u'war', 0.767699127766068)
(u'people', 0.7677097472040586)
(u'soil', 0.767736392414569)
(u'political', 0.7678205982042905)
(u'trash', 0.7678846003339989)
(u'good', 0.7678963755024449)
(u'regarding', 0.7679075855467963)
(u'devil', 0.7680282993579741)
(u'air', 0.7681054800474737)
(u'business', 0.7683793681491581)
(u'avoid', 0.7685279901880514)
(u'fave', 0.7685560448081826)
(u'explore', 0.7685838718102176)
(u'munchies', 0.7685913824428615)
(u'disgusting', 0.7686437682211169)
(u'pantry', 0.7686491478626493)
(u'power', 0.7687463321977288)
(u'tumblr', 0.7687859978355166)
(u'study', 0.7689420816079832)
(u'faith', 0.7690064204899797)
(u'category', 0.7690561006624597)
(u'devoured', 0.7690731385058688)
(u'caribbean', 0.7691648284873522)
(u'rich', 0.7692609760486275)
(u'company', 0.7692821343946967)
(u'workers', 0.7694537427958695)
(u'healthier', 0.769555247573569)
(u'gmos', 0.7695780921376798)
(u'letter', 0.7698428706499922)
(u'festivals', 0.7698598050066598)
(u'arrived', 0.7699496839094854)
(u'discover', 0.770040064477597)
(u'visits', 0.7700669667028485)
(u'basics', 0.7700818882423756)
(u'cities', 0.7701244072835208)
(u'gaza', 0.7701485571890773)
(u'excellent', 0.7701838142635761)
(u'shelter', 0.7701966883040836)
(u'torture', 0.770365000453512)
(u'tours', 0.7704639044737701)
(u'owners', 0.7706376908026221)
(u'everywhere', 0.7708692531105713)
(u'dog', 0.7708709088886845)
(u'extreme', 0.7708909257831097)
(u'impact', 0.7709957388309175)
(u'gets', 0.7710815474088363)
(u'wine', 0.7711855577734974)
(u'additives', 0.7711923880975455)
(u'comes', 0.7713784913808754)
(u'open', 0.7714088028021396)
(u'ship', 0.7715364960383212)
(u'journal', 0.7715486835696626)
(u'wages', 0.771549745988588)
(u'vendor', 0.7716255655864399)
(u'guide', 0.7717644205960826)
(u'charity', 0.7717790265199611)
(u'initiative', 0.7717911925634554)
(u'junction', 0.7718488643022149)
(u'supports', 0.7718833296858569)
(u'canada', 0.7720108215037351)
(u'class', 0.7720519466728724)
(u'politics', 0.772287660117435)
(u'race', 0.7723467394849496)
(u'threat', 0.7723491689080542)
(u'debate', 0.772459742129075)
(u'jewish', 0.7725245548519543)
(u'mind', 0.7726865039851222)
(u'booze', 0.772688009030474)
(u'learning', 0.7727157418536738)
(u'report', 0.7727978071506895)
(u'takes', 0.772837040401909)
(u'despite', 0.7729469658011453)
(u'fellowship', 0.7729638663686862)
(u'growth', 0.7729713166637799)
(u'offer', 0.7730366003131324)
(u'puppy', 0.7730374396502759)
(u'problem', 0.7731370773861741)
(u'search', 0.7732505053291111)
(u'building', 0.7733233958283467)
(u'diets', 0.7734867078958573)
(u'european', 0.7734988728820311)
(u'activity', 0.7735488126045095)
(u'due', 0.7735962389580341)
(u'prep', 0.7737261861705138)
(u'wcw', 0.7737835390140454)
(u'organic', 0.7742637813676085)
(u'secrets', 0.7743621730067947)
(u'paradise', 0.774368488156763)
(u'show', 0.7744054221165535)
(u'shared', 0.7744170461223007)
(u'plate', 0.7745195235823802)
(u'summer', 0.774529624298679)
(u'inc', 0.7745559503074073)
(u'tour', 0.7746013760973233)
(u'nutritional', 0.774653011099531)
(u'students', 0.7747862913716297)
(u'sold', 0.7749676111986392)
(u'near', 0.7750128114509331)
(u'businesses', 0.7750686304478995)
(u'expo', 0.7750984662472209)
(u'bestfriend', 0.7751317738328355)
(u'access', 0.7753522971859008)
(u'asian', 0.7755274333820589)
(u'markets', 0.7755646172755294)
(u'save', 0.7755870618463203)
(u'child', 0.7756275796701845)
(u'insecure', 0.7756360152610158)
(u'projects', 0.7756431017204455)
(u'stealing', 0.7757466439954066)
(u'mission', 0.7759396830376138)
(u'earth', 0.7759420323509305)
(u'recently', 0.7760066013458177)
(u'mostly', 0.7760225505038872)
(u'elderly', 0.7760815428228074)
(u'orlando', 0.7761929238966375)
(u'seeking', 0.7762156719420072)
(u'see', 0.7762492561272469)
(u'involved', 0.776334033521496)
(u'picks', 0.7764320002461186)
(u'disturbing', 0.7766667802013697)
(u'heritage', 0.7766851140257749)
(u'police', 0.7767414320037311)
(u'new', 0.7767756142880208)
(u'sustainable', 0.7772845776395277)
(u'egypt', 0.7773271990255378)
(u'aka', 0.7773689291570685)
(u'residents', 0.7774603710586759)
(u'loving', 0.7775122868057107)
(u'storage', 0.7775141410541215)
(u'chain', 0.7775709536549461)
(u'pakistan', 0.7776179518117124)
(u'thousands', 0.7776696008172257)
(u'ridiculous', 0.7778939474067136)
(u'creating', 0.7779199350334648)
(u'research', 0.7780620259825128)
(u'heat', 0.7781820135491491)
(u'strikes', 0.7782615301497329)
(u'mexico', 0.7782930969597894)
(u'signs', 0.7784016629076582)
(u'cheap', 0.7784236845084316)
(u'south', 0.7784249809150136)
(u'nation', 0.7784772759805912)
(u'popular', 0.7785171911837114)
(u'story', 0.7785664269970798)
(u'italy', 0.7787101239105723)
(u'wedding', 0.7788777302459523)
(u'feast', 0.7791720726644986)
(u'childhood', 0.7792031939500981)
(u'sign', 0.7793134044625372)
(u'insecurity', 0.7793845818362747)
(u'homeless', 0.7794551218642372)
(u'free', 0.779601571753736)
(u'claim', 0.7796190203230612)
(u'fda', 0.7797565822315585)
(u'recall', 0.7799119867771288)
(u'friendly', 0.7799299412835257)
(u'abundance', 0.7799723151127419)
(u'insta', 0.7799770059009207)
(u'galore', 0.7799874820062697)
(u'blogging', 0.7801092586642202)
(u'training', 0.7801313179638812)
(u'real', 0.7801371070731083)
(u'containers', 0.7805603808325667)
(u'change', 0.7806309596801749)
(u'check', 0.7807972119903582)
(u'festival', 0.781068357335748)
(u'may', 0.7810731879033151)
(u'delivers', 0.7811355164116877)
(u'dangerous', 0.7811586281812337)
(u'fights', 0.7811615255779342)
(u'promote', 0.7812840135591858)
(u'offers', 0.7813162801802337)
(u'affect', 0.7814009046198795)
(u'form', 0.781437506183824)
(u'combining', 0.7816365550689208)
(u'miami', 0.7816777603655678)
(u'union', 0.7819521325757433)
(u'presentation', 0.7821436712931635)
(u'heart', 0.7823567189196302)
(u'changes', 0.782360536814207)
(u'producing', 0.7824265572611628)
(u'state', 0.7824729434091169)
(u'austin', 0.78252059747017)
(u'african', 0.7825753594469371)
(u'reach', 0.7826886454829581)
(u'art', 0.7827112480771177)
(u'catering', 0.7828073949687085)
(u'rural', 0.7829305024673683)
(u'using', 0.7830184019214048)
(u'philippines', 0.7832335290302936)
(u'knowledge', 0.7835868364401312)
(u'staff', 0.7836681446928305)
(u'stand', 0.7837055734260534)
(u'crafts', 0.7837313872585693)
(u'friends', 0.783910710101366)
(u'hacks', 0.7839936851028314)
(u'showing', 0.784038082277433)
(u'mobile', 0.7840913885856252)
(u'language', 0.784102775228619)
(u'fantastic', 0.784173125448541)
(u'foodie', 0.784205224400975)
(u'centre', 0.7842451777134111)
(u'rate', 0.7842471854092253)
(u'africa', 0.7843701788020352)
(u'journey', 0.7844269811394603)
(u'places', 0.7844299316699863)
(u'learn', 0.7845050517091477)
(u'consumers', 0.784889947342021)
(u'employees', 0.7849709707885667)
(u'lover', 0.785000151186137)
(u'airport', 0.7851421624879781)
(u'foo', 0.7851817798460022)
(u'tasty', 0.7853159573296681)
(u'weekly', 0.7854831579753039)
(u'feeding', 0.7855171406159002)
(u'tourism', 0.7855310450919217)
(u'favorite', 0.785737367235567)
(u'fabulous', 0.7857545652147494)
(u'great', 0.7859967224871802)
(u'truth', 0.7861484818833976)
(u'fraud', 0.7861607808580358)
(u'dishes', 0.7865990341596587)
(u'syria', 0.7866608038233769)
(u'europe', 0.787132625742144)
(u'prepared', 0.78729915891533)
(u'garbage', 0.7875792496345208)
(u'disaster', 0.787679722370153)
(u'beverage', 0.7877366845694038)
(u'homes', 0.7878337287496812)
(u'history', 0.7880250109711041)
(u'based', 0.7880685446366739)
(u'section', 0.7881101040702136)
(u'inspiring', 0.788235031956621)
(u'standards', 0.7883125415695417)
(u'amp', 0.7883969370442017)
(u'cut', 0.7886308801033237)
(u'share', 0.7886847690799225)
(u'shares', 0.7889807390266417)
(u'expand', 0.7890119713845792)
(u'fridge', 0.7891433499937082)
(u'street', 0.7894578328713768)
(u'cuts', 0.7895178680832613)
(u'interest', 0.7899195531047641)
(u'delivered', 0.7900191968149451)
(u'global', 0.7900867587367599)
(u'japan', 0.7901258397409502)
(u'walmart', 0.7903706961827627)
(u'stall', 0.7904338473231763)
(u'gov', 0.790634895480729)
(u'calories', 0.7906368665395355)
(u'tips', 0.7907512808224467)
(u'focus', 0.7909312713390457)
(u'holiday', 0.790937578337688)
(u'programs', 0.7909451410103824)
(u'diet', 0.7910361701685973)
(u'numbers', 0.7910414024689381)
(u'healthy', 0.7912959001958797)
(u'item', 0.7914445150732531)
(u'american', 0.7915267177956791)
(u'customers', 0.7922113535247534)
(u'find', 0.7925555664170286)
(u'photography', 0.7928465390603812)
(u'killing', 0.7929412881051104)
(u'vote', 0.7929715420803203)
(u'malaysia', 0.7929908844247687)
(u'order', 0.7933461318400741)
(u'clothing', 0.7933560237008425)
(u'funding', 0.7933676468939143)
(u'volunteers', 0.7933856327038354)
(u'life', 0.7939216938403415)
(u'month', 0.7940750524087152)
(u'beverages', 0.7942149583619791)
(u'assistance', 0.7943316425266518)
(u'banks', 0.7947597259366542)
(u'outlets', 0.7948306564681437)
(u'humans', 0.7949542067833077)
(u'military', 0.7949805984131026)
(u'cost', 0.7950915900849153)
(u'combinations', 0.7952912840991849)
(u'health', 0.7953673755827657)
(u'program', 0.7955285332709108)
(u'list', 0.7955811039597815)
(u'environment', 0.795604625221158)
(u'emergency', 0.7957324191799914)
(u'public', 0.796167265142638)
(u'sustainability', 0.7963160897734451)
(u'drive', 0.7963673283296866)
(u'create', 0.7964579826103908)
(u'cats', 0.796517749523038)
(u'gods', 0.7966110257380168)
(u'lifestyle', 0.796623981832584)
(u'china', 0.7967925015313564)
(u'area', 0.7968673392018718)
(u'cravings', 0.7969687699430357)
(u'testing', 0.7974111819532022)
(u'sandy', 0.7975506219475186)
(u'photographer', 0.7978033292940463)
(u'joint', 0.7978342830024656)
(u'hunger', 0.7978744170641752)
(u'help', 0.7979179944394835)
(u'travel', 0.7979551719265725)
(u'control', 0.7980577453041457)
(u'traveling', 0.7980852221215463)
(u'provide', 0.7982440464692854)
(u'feed', 0.7983033870711942)
(u'priority', 0.7983610034662001)
(u'manager', 0.7983833882893832)
(u'grow', 0.7984480969519866)
(u'safe', 0.7985830871451096)
(u'options', 0.7988820631246092)
(u'incredible', 0.7989201845887883)
(u'support', 0.7989584058154957)
(u'household', 0.7990074809779443)
(u'kids', 0.7997708054393456)
(u'amazing', 0.7998829259482044)
(u'needy', 0.7999336025496842)
(u'preparation', 0.8000024633694861)
(u'edible', 0.8001458114673001)
(u'asia', 0.8006642703630389)
(u'beyond', 0.8007229225675891)
(u'security', 0.8007402177749531)
(u'supermarket', 0.8009319006962818)
(u'provided', 0.8012640378976266)
(u'daily', 0.801287597801296)
(u'live', 0.8013466012333412)
(u'drinks', 0.8014047948648273)
(u'space', 0.8014773455864688)
(u'safety', 0.8021958538660516)
(u'project', 0.8022441463254998)
(u'pyramid', 0.8023561876235458)
(u'scene', 0.8029462682899391)
(u'says', 0.8030312486125493)
(u'talks', 0.8031356507918267)
(u'event', 0.8033160311344623)
(u'posts', 0.8033167773097414)
(u'events', 0.8033227418263191)
(u'allergy', 0.8038019041611696)
(u'fun', 0.8039236850395163)
(u'mall', 0.8043239064580243)
(u'systems', 0.8043801918027097)
(u'programme', 0.8047683259567073)
(u'adventures', 0.8049436102265248)
(u'experience', 0.8050600297252832)
(u'challenges', 0.8051623131773094)
(u'kitchen', 0.805450284239151)
(u'trends', 0.8054532270923819)
(u'delicious', 0.8062437869369079)
(u'medical', 0.8063285493797836)
(u'items', 0.8064070142785712)
(u'labels', 0.8064471666200796)
(u'restaurants', 0.8068338802471339)
(u'resources', 0.8071239623195202)
(u'chefs', 0.8072387181703733)
(u'stalls', 0.8077948500211518)
(u'cart', 0.807984997203789)
(u'medicine', 0.8080295617721945)
(u'culinary', 0.8082193739015971)
(u'chef', 0.808481369642398)
(u'stores', 0.8085204346354802)
(u'industry', 0.808774961752641)
(u'justice', 0.8089299927381794)
(u'tech', 0.8094045195697892)
(u'collected', 0.8099092125032525)
(u'donated', 0.8102396301675973)
(u'future', 0.810311035492669)
(u'trend', 0.8103909913052761)
(u'poison', 0.8105065456474713)
(u'schools', 0.8105126626005846)
(u'nutrition', 0.8109214005993478)
(u'allergies', 0.8109978715610218)
(u'place', 0.8114401310893052)
(u'tax', 0.8115538626426926)
(u'choices', 0.8119458493747403)
(u'corporate', 0.8119625702693668)
(u'families', 0.8120099209812597)
(u'major', 0.812179178882952)
(u'system', 0.8135173166675416)
(u'local', 0.8135293536246184)
